timestamp,open,high,low,close,volume,close_time,quote_av,trades,tb_base_av,tb_quote_av,ignore
2022-08-01 02:45:00,23397.89,23410.32,23371.23,23373.22,227.27222,1659322199999,5317158.4063667,10991,115.43239,2700835.0743728,0
2022-08-01 02:50:00,23373.22,23417.0,23373.22,23408.73,217.35657,1659322499999,5085614.9941732,10484,117.36458,2746026.3186846,0
2022-08-01 02:55:00,23410.36,23434.09,23401.22,23420.08,268.4983,1659322799999,6288113.9333835,10637,135.49374,3173233.4811713,0
2022-08-01 03:00:00,23420.08,23428.17,23398.76,23404.58,311.68473,1659323099999,7297942.2816144,12196,143.361,3356777.1584353,0
2022-08-01 03:05:00,23404.58,23436.83,23384.68,23387.72,262.381,1659323399999,6141044.8125145,11032,128.96839,3018739.9954674,0
2022-08-01 03:10:00,23389.12,23395.4,23377.04,23392.6,200.41559,1659323699999,4687226.4602974,9870,102.80695,2404500.6688282,0
2022-08-01 03:15:00,23392.6,23395.4,23329.67,23339.11,380.04272,1659323999999,8875500.730152,15137,170.18548,3974297.8196961,0
2022-08-01 03:20:00,23339.11,23357.53,23332.26,23343.38,187.29459,1659324299999,4372936.6465473,9962,90.11276,2103963.8576839,0
2022-08-01 03:25:00,23343.38,23355.42,23313.38,23325.47,249.93989,1659324599999,5832108.0694957,12076,112.97783,2636296.3896191,0
2022-08-01 03:30:00,23326.44,23336.2,23315.54,23323.06,280.47118,1659324899999,6542024.9549231,11775,135.69975,3165271.0191181,0
2022-08-01 03:35:00,23321.39,23348.72,23321.22,23334.0,229.74105,1659325199999,5361393.0678125,10158,117.80545,2749195.9355253,0
2022-08-01 03:40:00,23334.0,23344.97,23322.59,23333.81,181.32821,1659325499999,4231084.3710058,10089,87.46135,2040853.3800293,0
2022-08-01 03:45:00,23334.27,23380.0,23318.87,23353.7,323.04461,1659325799999,7543601.2843198,13084,169.6711,3962363.8265417,0
2022-08-01 03:50:00,23352.45,23389.92,23351.52,23359.29,223.82527,1659326099999,5230593.4393725,10521,117.08325,2736214.9154356,0
2022-08-01 03:55:00,23359.28,23384.0,23350.0,23375.62,221.06886,1659326399999,5165659.5610096,9871,106.40727,2486436.7128164,0
2022-08-01 04:00:00,23376.59,23398.31,23363.99,23369.39,295.94569,1659326699999,6918204.4047624,11652,150.68692,3522699.284855,0
2022-08-01 04:05:00,23370.42,23371.87,23344.65,23356.81,360.41864,1659326999999,8418815.1113236,11358,150.8964,3524742.7092572,0
2022-08-01 04:10:00,23358.67,23383.47,23356.16,23372.62,216.25246,1659327299999,5054353.8758613,9561,121.57201,2841505.4482574,0
2022-08-01 04:15:00,23373.81,23385.0,23348.28,23376.84,315.78569,1659327599999,7380554.2900304,11716,146.89946,3433371.8538482,0
2022-08-01 04:20:00,23378.75,23414.89,23371.04,23402.71,389.40514,1659327899999,9108976.5265004,13316,223.22183,5221520.2722783,0
2022-08-01 04:25:00,23401.16,23403.52,23372.09,23387.4,268.73782,1659328199999,6284947.6360284,10097,124.39119,2909262.1979173,0
2022-08-01 04:30:00,23387.4,23408.86,23387.0,23402.64,224.57906,1659328499999,5254939.5066628,10966,107.60194,2517874.1053065,0
2022-08-01 04:35:00,23403.33,23417.76,23379.58,23382.19,279.24334,1659328799999,6534316.2397587,11321,131.38209,3074571.3035842,0
2022-08-01 04:40:00,23383.96,23404.99,23378.85,23400.02,220.15375,1659329099999,5149484.2855006,10015,116.68159,2729251.9906971,0
2022-08-01 04:45:00,23400.02,23401.19,23370.0,23392.72,271.14607,1659329399999,6341400.5720973,10823,132.13895,3090478.4766579,0
2022-08-01 04:50:00,23393.7,23403.55,23380.53,23399.11,287.93056,1659329699999,6735963.0217029,10093,152.79568,3574737.4567677,0
2022-08-01 04:55:00,23398.03,23416.64,23390.27,23392.4,336.13083,1659329999999,7865562.4443021,10403,126.57437,2962171.7898494,0
2022-08-01 05:00:00,23390.9,23425.0,23385.0,23395.98,293.62791,1659330299999,6871683.2155601,12109,157.87657,3694908.8716025,0
2022-08-01 05:05:00,23395.98,23402.05,23377.69,23379.6,201.94047,1659330599999,4723068.0912639,9397,87.13061,2037870.5312301,0
2022-08-01 05:10:00,23380.85,23384.6,23344.43,23347.78,341.01292,1659330899999,7965589.584186,12906,145.12314,3389791.5487252,0
2022-08-01 05:15:00,23347.78,23363.01,23326.18,23349.89,434.95324,1659331199999,10154124.0409987,14998,219.32229,5120455.1903356,0
2022-08-01 05:20:00,23348.75,23362.29,23340.0,23351.49,198.14602,1659331499999,4627135.243289,10032,95.87987,2239068.912334,0
2022-08-01 05:25:00,23352.82,23380.98,23348.66,23363.85,208.44965,1659331799999,4870257.1930432,10225,106.23725,2482135.5397534,0
2022-08-01 05:30:00,23363.85,23383.68,23350.66,23352.47,199.76296,1659332099999,4667952.6307567,9869,101.23131,2365609.7531922,0
2022-08-01 05:35:00,23352.47,23375.86,23334.41,23364.05,320.20093,1659332399999,7478467.0377697,12764,165.21719,3858982.0695399,0
2022-08-01 05:40:00,23365.32,23366.53,23273.06,23302.79,546.48106,1659332699999,12744381.0028792,17205,229.38388,5349828.0735468,0
2022-08-01 05:45:00,23302.79,23338.85,23291.19,23329.44,354.6388,1659332999999,8269612.0455756,14116,197.27708,4600229.5670057,0
2022-08-01 05:50:00,23329.44,23334.13,23306.34,23311.86,278.22845,1659333299999,6488397.0218658,12126,141.87468,3308651.5640467,0
2022-08-01 05:55:00,23311.86,23350.0,23307.03,23327.47,485.89669,1659333599999,11335340.0841087,14808,242.20142,5650574.9172548,0
2022-08-01 06:00:00,23329.99,23336.39,23309.91,23314.87,237.57659,1659333899999,5540872.5915581,10689,108.21295,2523880.1625581,0
2022-08-01 06:05:00,23316.99,23334.24,23289.71,23330.77,375.4884,1659334199999,8752591.2279085,12831,191.67271,4468053.9333857,0
2022-08-01 06:10:00,23330.86,23346.42,23295.69,23304.3,379.45129,1659334499999,8849277.8126897,13789,171.10604,3990472.5522885,0
2022-08-01 06:15:00,23304.3,23312.12,23234.19,23277.52,616.42101,1659334799999,14347340.6148434,18771,276.59346,6438094.0414443,0
2022-08-01 06:20:00,23278.7,23291.42,23263.51,23282.39,290.39912,1659335099999,6760071.6164954,11947,149.45546,3479162.7961312,0
2022-08-01 06:25:00,23282.41,23284.0,23150.0,23172.03,1079.13666,1659335399999,25028384.5872612,29461,480.55481,11144653.8909106,0
2022-08-01 06:30:00,23170.6,23216.69,23160.41,23201.53,605.33312,1659335699999,14032844.1251999,20152,330.02246,7650490.8319262,0
2022-08-01 06:35:00,23201.53,23229.0,23181.65,23194.52,416.51529,1659335999999,9665277.2247414,16227,193.24326,4484600.896772,0
2022-08-01 06:40:00,23194.52,23216.58,23165.74,23193.69,455.58048,1659336299999,10566917.0746934,15994,226.40676,5251781.4445558,0
2022-08-01 06:45:00,23194.87,23226.08,23188.33,23199.65,453.22116,1659336599999,10518248.0604453,15710,240.84352,5589579.4630087,0
2022-08-01 06:50:00,23201.25,23230.76,23193.82,23216.88,325.34915,1659336899999,7551996.2773291,13610,174.62138,4053415.5750457,0
2022-08-01 06:55:00,23216.88,23241.22,23202.13,23223.77,298.8522,1659337199999,6940244.1979985,13970,152.30777,3537073.021965,0
2022-08-01 07:00:00,23223.77,23244.1,23204.61,23220.47,429.20407,1659337499999,9967693.8554499,16168,221.71937,5149509.8103857,0
2022-08-01 07:05:00,23220.47,23236.82,23210.01,23218.29,325.33812,1659337799999,7555182.5984939,12389,172.21348,3999451.5483411,0
2022-08-01 07:10:00,23218.29,23250.0,23201.95,23205.25,381.26301,1659338099999,8854564.9723258,13985,194.91178,4527197.3289932,0
2022-08-01 07:15:00,23205.25,23206.99,23112.0,23134.39,843.46431,1659338399999,19526658.3821505,24908,354.42772,8204999.9094915,0
2022-08-01 07:20:00,23136.03,23175.41,23131.07,23162.45,364.48662,1659338699999,8440191.079988,14183,181.23276,4196780.4431426,0
2022-08-01 07:25:00,23162.45,23176.99,23135.73,23137.4,351.10522,1659338999999,8130514.2389322,13245,177.08488,4100948.6823161,0
2022-08-01 07:30:00,23138.4,23187.53,23136.28,23152.78,437.94062,1659339299999,10143701.3958136,16875,224.74974,5205876.5930039,0
2022-08-01 07:35:00,23154.4,23219.97,23152.31,23209.24,474.42713,1659339599999,10999988.795375,15791,238.12733,5521249.4090947,0
2022-08-01 07:40:00,23209.24,23276.7,23195.37,23268.0,695.15487,1659339899999,16156415.4562837,20374,346.51985,8053532.2919594,0
2022-08-01 07:45:00,23268.0,23325.0,23267.23,23291.66,717.52234,1659340199999,16717483.2259577,21549,417.37638,9724339.5544177,0
2022-08-01 07:50:00,23291.66,23313.97,23282.84,23299.34,465.97123,1659340499999,10855988.9768724,15982,260.21575,6062605.771452,0
2022-08-01 07:55:00,23301.32,23347.96,23294.44,23322.05,533.54198,1659340799999,12441958.177646,18374,258.62924,6031381.9381196,0
2022-08-01 08:00:00,23323.26,23365.0,23315.48,23331.07,680.64383,1659341099999,15882983.5816838,20704,333.58836,7784941.4719952,0
2022-08-01 08:05:00,23333.24,23340.0,23315.04,23335.38,471.85601,1659341399999,11007998.9948735,14310,252.16795,5883036.1719703,0
2022-08-01 08:10:00,23335.92,23355.66,23306.01,23324.93,359.0342,1659341699999,8375621.5697539,13980,168.90146,3940407.2919191,0
2022-08-01 08:15:00,23323.12,23379.0,23298.91,23352.84,563.64288,1659341999999,13152806.7189802,17960,289.2284,6749723.9071086,0
2022-08-01 08:20:00,23351.23,23360.72,23330.29,23348.5,442.11653,1659342299999,10321277.1604277,14707,214.40577,5005496.3291588,0
2022-08-01 08:25:00,23349.82,23362.0,23328.5,23330.73,345.59835,1659342599999,8068459.3836056,14128,164.43333,3839027.066126,0
2022-08-01 08:30:00,23330.73,23361.94,23320.01,23347.44,362.33012,1659342899999,8456159.2746773,14497,184.44639,4304780.5378984,0
2022-08-01 08:35:00,23346.43,23359.32,23317.34,23338.01,253.90769,1659343199999,5925275.7268328,11436,123.97117,2893095.7904751,0
2022-08-01 08:40:00,23338.74,23342.99,23272.06,23290.0,471.18751,1659343499999,10980492.3002296,17054,220.61853,5141284.2262126,0
2022-08-01 08:45:00,23290.94,23311.86,23271.22,23305.59,327.28528,1659343799999,7623586.5415958,14493,166.14027,3870217.7576459,0
2022-08-01 08:50:00,23307.55,23310.99,23286.35,23298.09,382.92016,1659344099999,8921792.0431924,14051,202.59129,4720404.5477624,0
2022-08-01 08:55:00,23300.16,23309.62,23277.89,23287.76,314.43011,1659344399999,7323822.6852335,14309,163.31841,3804078.3710379,0
2022-08-01 09:00:00,23287.76,23298.14,23260.5,23295.15,364.72698,1659344699999,8490937.8834613,13482,156.64744,3647029.238482,0
2022-08-01 09:05:00,23296.0,23313.0,23289.35,23306.08,270.55199,1659344999999,6303859.5976949,11367,128.23442,2987907.5125367,0
2022-08-01 09:10:00,23306.08,23339.33,23302.58,23335.36,385.21137,1659345299999,8983529.2093776,14315,223.18782,5205227.4019963,0
2022-08-01 09:15:00,23336.48,23339.34,23308.22,23325.54,247.02706,1659345599999,5761475.94489,10980,121.68915,2838272.2783558,0
2022-08-01 09:20:00,23323.46,23356.5,23323.26,23346.33,425.63325,1659345899999,9937184.9713385,15524,213.60617,4987104.8722229,0
2022-08-01 09:25:00,23345.52,23354.24,23326.46,23328.96,268.6997,1659346199999,6271155.7393523,12743,127.32656,2971739.3346692,0
2022-08-01 09:30:00,23327.94,23359.7,23322.68,23348.29,353.12715,1659346499999,8244511.7581315,14046,187.41939,4375796.1308431,0
2022-08-01 09:35:00,23347.54,23364.29,23326.47,23355.44,366.38292,1659346799999,8552981.6918938,14073,177.13198,4135105.1239559,0
2022-08-01 09:40:00,23355.13,23377.64,23343.82,23347.8,369.38414,1659347099999,8629183.2625196,15182,175.85778,4108387.9063269,0
2022-08-01 09:45:00,23347.8,23362.74,23332.14,23348.27,313.43851,1659347399999,7318378.3311175,13939,149.62304,3493609.4743134,0
2022-08-01 09:50:00,23348.81,23352.61,23275.0,23298.92,466.32252,1659347699999,10874743.8807788,16247,181.08999,4223993.2325263,0
2022-08-01 09:55:00,23298.92,23327.49,23286.73,23311.76,339.72231,1659347999999,7917619.7927315,14665,185.77115,4329793.1874567,0
2022-08-01 10:00:00,23311.76,23319.84,23300.29,23316.51,338.88905,1659348299999,7900085.0721748,13401,165.52952,3858928.5703598,0
2022-08-01 10:05:00,23314.71,23316.51,23289.44,23294.04,335.18669,1659348599999,7810666.5499225,13143,149.45051,3482584.511625,0
2022-08-01 10:10:00,23295.93,23303.13,23262.29,23272.11,344.34344,1659348899999,8018905.1621545,13772,148.28627,3453492.9069826,0
2022-08-01 10:15:00,23272.11,23289.66,23262.02,23282.91,334.37335,1659349199999,7783470.9454345,13650,163.99848,3817762.5417149,0
2022-08-01 10:20:00,23282.91,23283.96,23245.0,23260.5,432.45645,1659349499999,10059455.1998287,15184,226.94359,5279009.1092494,0
2022-08-01 10:25:00,23261.87,23270.0,23245.34,23259.25,284.91012,1659349799999,6626675.6933248,13333,130.08923,3025804.1635307,0
2022-08-01 10:30:00,23260.23,23262.04,23179.2,23229.89,693.41255,1659350099999,16093341.9396531,20822,295.56112,6859492.9161133,0
2022-08-01 10:35:00,23229.89,23234.17,23100.0,23175.15,1526.26,1659350399999,35316950.9868361,31509,554.7674,12841628.1255402,0
2022-08-01 10:40:00,23173.82,23184.6,23048.0,23051.84,1227.55958,1659350699999,28360650.8995832,32761,551.36833,12739348.8248326,0
2022-08-01 10:45:00,23051.91,23094.81,22981.23,23037.55,1433.13223,1659350999999,33005080.7814611,39983,634.37569,14612356.0939916,0
2022-08-01 10:50:00,23037.66,23042.67,22974.68,23002.41,793.32376,1659351299999,18247945.1043968,27518,380.33118,8748756.9646678,0
2022-08-01 10:55:00,23001.03,23077.66,22997.82,23037.35,728.62444,1659351599999,16783503.5940186,24397,409.59039,9435601.8703535,0
2022-08-01 11:00:00,23037.35,23057.15,23014.21,23027.83,460.06497,1659351899999,10599834.9333559,19759,216.75585,4994258.3923019,0
2022-08-01 11:05:00,23027.83,23029.15,22939.57,22977.15,859.07252,1659352199999,19745824.1938617,28288,380.56473,8747979.2205952,0
2022-08-01 11:10:00,22978.82,23008.88,22954.84,23003.28,500.18283,1659352499999,11492683.1220387,19212,255.92988,5880752.868771,0
2022-08-01 11:15:00,23004.56,23149.87,22986.54,23125.27,995.51493,1659352799999,22958237.3353668,29251,519.43507,11981494.8155939,0
2022-08-01 11:20:00,23124.23,23153.0,23072.97,23114.92,818.8824,1659353099999,18920288.0166951,27102,387.84752,8961960.2005736,0
2022-08-01 11:25:00,23114.26,23150.0,23100.0,23127.94,576.38771,1659353399999,13327938.8550071,23841,297.29324,6874718.1776772,0
2022-08-01 11:30:00,23127.94,23161.96,23100.23,23113.12,601.07733,1659353699999,13905173.051275,19868,317.75558,7351828.960505,0
2022-08-01 11:35:00,23114.44,23137.0,23105.22,23130.52,354.5272,1659353999999,8197427.2778439,14406,186.92735,4322329.1792808,0
2022-08-01 11:40:00,23128.21,23239.95,23125.9,23202.55,863.77576,1659354299999,20030982.9574812,26492,475.08037,11016694.1608179,0
2022-08-01 11:45:00,23202.55,23237.65,23191.22,23218.44,616.13586,1659354599999,14304903.5748705,19978,310.60577,7211900.8756766,0
2022-08-01 11:50:00,23218.44,23270.0,23208.01,23246.7,722.54191,1659354899999,16793743.3725758,22581,408.4219,9492682.982245,0
2022-08-01 11:55:00,23246.7,23294.4,23216.0,23227.79,597.25455,1659355199999,13885745.8839646,17919,306.5613,7128440.3739442,0
2022-08-01 12:00:00,23227.79,23258.39,23195.1,23198.32,491.53815,1659355499999,11420929.2259625,18222,232.99376,5414225.3290069,0
2022-08-01 12:05:00,23198.32,23217.74,23166.82,23200.51,618.85246,1659355799999,14354531.3766195,20067,310.3698,7199644.7131458,0
2022-08-01 12:10:00,23200.51,23221.2,23176.96,23193.41,506.81102,1659356099999,11756691.8213601,16501,258.06742,5987043.5093201,0
2022-08-01 12:15:00,23192.56,23205.0,23160.0,23176.28,487.04903,1659356399999,11291335.6812729,16928,227.55518,5275698.8861771,0
2022-08-01 12:20:00,23176.28,23186.99,23150.49,23176.06,433.81367,1659356699999,10050412.1288797,17698,224.18049,5194033.5855362,0
2022-08-01 12:25:00,23176.06,23210.0,23151.22,23204.17,349.16148,1659356999999,8091467.7121108,15688,179.12425,4151274.5142305,0
2022-08-01 12:30:00,23204.17,23318.15,23200.42,23250.75,847.24552,1659357299999,19702700.9008987,27438,424.36326,9869041.1768399,0
2022-08-01 12:35:00,23249.78,23250.93,23220.33,23231.17,453.69227,1659357599999,10541042.3323923,17517,207.29165,4816451.7373614,0
2022-08-01 12:40:00,23232.86,23239.3,23153.2,23176.24,584.4897,1659357899999,13553498.5606882,21316,281.63865,6530556.612926,0
2022-08-01 12:45:00,23176.24,23181.32,23121.17,23149.77,547.94992,1659358199999,12686567.6119672,19469,245.91957,5694020.1515571,0
2022-08-01 12:50:00,23147.8,23176.75,23133.95,23133.95,419.81836,1659358499999,9722120.3809518,17701,207.96082,4816090.7684726,0
2022-08-01 12:55:00,23134.27,23169.57,23120.0,23140.09,348.8286,1659358799999,8074604.4900821,15961,187.68441,4344696.4219109,0
2022-08-01 13:00:00,23140.09,23154.25,23060.01,23076.39,769.25676,1659359099999,17770705.4052368,25362,334.07411,7717820.9994767,0
2022-08-01 13:05:00,23076.39,23114.45,23057.89,23076.6,548.8677,1659359399999,12672738.9738121,18902,295.14831,6815232.5764314,0
2022-08-01 13:10:00,23076.6,23080.21,23020.0,23045.8,761.15917,1659359699999,17548959.5991844,23782,346.71171,7994032.9685432,0
2022-08-01 13:15:00,23045.8,23093.61,23000.0,23067.5,833.93801,1659359999999,19224299.7120715,24509,367.38717,8470882.2114319,0
2022-08-01 13:20:00,23067.5,23156.95,23061.07,23097.36,548.6557,1659360299999,12677026.6242559,20597,274.53002,6343431.4599933,0
2022-08-01 13:25:00,23096.54,23107.0,23053.99,23084.57,444.92786,1659360599999,10270477.3919869,18189,214.75006,4957387.96031,0
2022-08-01 13:30:00,23084.82,23107.0,22961.6,23047.85,1493.16134,1659360899999,34389807.4293095,42026,710.45146,16364048.8768774,0
2022-08-01 13:35:00,23052.2,23104.49,22976.03,23046.29,1048.485,1659361199999,24155611.6949831,33755,547.69174,12619462.4507707,0
2022-08-01 13:40:00,23047.62,23207.65,23023.09,23166.33,1195.05358,1659361499999,27639927.1516883,36913,643.44236,14882093.2367025,0
2022-08-01 13:45:00,23166.33,23213.64,23115.04,23161.69,1095.39765,1659361799999,25366668.6361853,32654,543.73665,12592739.8129858,0
2022-08-01 13:50:00,23161.69,23250.0,23144.62,23238.97,836.34561,1659362099999,19406216.4695115,28995,459.95067,10673794.4052145,0
2022-08-01 13:55:00,23236.39,23325.22,23220.46,23244.83,1149.58596,1659362399999,26752626.402461,33606,620.84147,14449740.2488469,0
2022-08-01 14:00:00,23242.59,23366.27,23209.6,23317.24,1339.37295,1659362699999,31216520.6267149,41140,710.63985,16564260.7356795,0
2022-08-01 14:05:00,23317.38,23450.0,23311.56,23433.31,2004.70064,1659362999999,46916340.2546245,47796,1191.51412,27885320.5805325,0
2022-08-01 14:10:00,23434.48,23509.68,23427.58,23433.09,1655.34383,1659363299999,38844422.6347463,43558,866.12959,20324488.6056665,0
2022-08-01 14:15:00,23436.2,23495.32,23330.51,23342.56,1144.54517,1659363599999,26786517.4434421,34743,577.75599,13521766.3792737,0
2022-08-01 14:20:00,23345.63,23428.24,23326.27,23391.91,902.84146,1659363899999,21108800.7290669,28916,492.71661,11520697.4746127,0
2022-08-01 14:25:00,23390.1,23401.6,23274.0,23322.95,1109.29724,1659364199999,25874024.2747713,32590,500.09208,11665122.9813869,0
2022-08-01 14:30:00,23325.1,23363.53,23281.0,23310.52,746.50723,1659364499999,17413621.7700645,25412,380.57887,8878609.4203306,0
2022-08-01 14:35:00,23310.52,23358.54,23289.15,23347.65,683.88166,1659364799999,15955197.1266872,23559,354.04176,8260635.3918355,0
2022-08-01 14:40:00,23346.2,23400.0,23330.67,23384.58,694.27659,1659365099999,16228973.4987188,24446,359.64788,8407326.0641551,0
2022-08-01 14:45:00,23384.58,23470.0,23381.77,23447.05,973.28031,1659365399999,22807944.3204022,28947,550.48181,12899985.2594507,0
2022-08-01 14:50:00,23448.05,23485.0,23432.09,23465.73,717.03477,1659365699999,16826030.0482769,24082,357.10275,8380432.7628654,0
2022-08-01 14:55:00,23462.69,23469.1,23419.37,23437.41,582.13536,1659365999999,13645971.1520292,21135,289.34427,6782902.7081078,0
2022-08-01 15:00:00,23437.41,23467.58,23367.53,23378.99,847.39698,1659366299999,19837535.2833437,22472,409.9516,9597640.9414182,0
2022-08-01 15:05:00,23378.99,23400.26,23345.12,23396.65,600.24871,1659366599999,14030848.4085906,19092,298.68397,6982160.7372352,0
2022-08-01 15:10:00,23396.65,23434.06,23392.87,23428.44,506.21527,1659366899999,11854519.7070236,18779,266.15999,6233026.3102883,0
2022-08-01 15:15:00,23428.44,23430.9,23310.38,23314.22,656.38186,1659367199999,15326676.0976596,22091,293.30124,6848322.5140583,0
2022-08-01 15:20:00,23313.04,23359.42,23304.05,23336.31,446.90027,1659367499999,10428483.1796869,16926,238.8095,5572926.5536932,0
2022-08-01 15:25:00,23336.31,23393.62,23318.64,23368.61,497.7223,1659367799999,11627349.5721392,18097,227.2061,5307515.461312,0
2022-08-01 15:30:00,23368.63,23369.6,23305.17,23336.6,515.37897,1659368099999,12022109.3376131,18964,276.78239,6456386.3911447,0
2022-08-01 15:35:00,23336.6,23343.58,23280.23,23302.98,671.71474,1659368399999,15653788.8977164,20129,334.45699,7794117.1701144,0
2022-08-01 15:40:00,23303.68,23314.15,23286.23,23306.56,317.38569,1659368699999,7395005.2943221,15055,147.97558,3447957.0593788,0
2022-08-01 15:45:00,23303.25,23356.7,23291.22,23351.22,414.11379,1659368999999,9661705.3645136,16303,232.71085,5429699.3616419,0
2022-08-01 15:50:00,23351.22,23351.22,23305.08,23321.19,424.36285,1659369299999,9899284.0744635,15633,180.37958,4207425.0993009,0
2022-08-01 15:55:00,23322.58,23359.42,23307.43,23326.73,405.68245,1659369599999,9466421.1265087,14328,182.95652,4269229.8022447,0
2022-08-01 16:00:00,23325.19,23355.0,23251.0,23269.81,670.44959,1659369899999,15627264.8207413,20911,295.76662,6893519.4456983,0
2022-08-01 16:05:00,23269.81,23297.09,23229.88,23257.08,681.44534,1659370199999,15852032.5176857,22503,372.64589,8668883.2677741,0
2022-08-01 16:10:00,23257.08,23304.64,23159.8,23211.08,1218.07331,1659370499999,28309611.1567809,26594,412.62418,9588159.8647534,0
2022-08-01 16:15:00,23212.65,23236.65,23161.03,23181.65,698.66649,1659370799999,16214403.1661047,20783,339.35023,7876841.1805051,0
2022-08-01 16:20:00,23181.65,23241.65,23173.9,23207.71,383.33218,1659371099999,8896881.8302708,14593,199.1585,4622600.6889736,0
2022-08-01 16:25:00,23207.71,23259.15,23197.6,23240.74,616.91761,1659371399999,14335000.0595841,18862,334.733,7778349.7732734,0
